0.069546;0.006059;0.118916;0.003800;0.116596;0.080810;0.111429;0.051862;0.031599;0.093913;0.086275;0.078588;0.092312;0.033080;0.025213
0.073133;0.005746;0.124303;0.003824;0.120959;0.087398;0.114954;0.051960;0.028157;0.088598;0.082628;0.072598;0.090261;0.031367;0.024113
0.072416;0.006253;0.121395;0.004143;0.118215;0.084624;0.113284;0.052657;0.030063;0.090074;0.083500;0.075081;0.090611;0.032579;0.025104
0.070738;0.005877;0.120650;0.003770;0.118469;0.082912;0.113280;0.051725;0.030231;0.092205;0.084700;0.076633;0.091843;0.032355;0.024611
0.066968;0.005212;0.119171;0.003078;0.117136;0.078043;0.111257;0.050079;0.031372;0.097670;0.088355;0.081833;0.094072;0.031877;0.023877
0.069085;0.005356;0.121673;0.003302;0.119026;0.081219;0.113345;0.050679;0.030025;0.094231;0.086251;0.077950;0.092667;0.031484;0.023707
0.066314;0.006972;0.111749;0.004104;0.109491;0.073782;0.104629;0.052687;0.037194;0.099000;0.090393;0.086943;0.093211;0.035871;0.027660
0.059328;0.010177;0.087659;0.004148;0.086516;0.050897;0.074895;0.056141;0.065424;0.104955;0.105536;0.118782;0.091541;0.047875;0.036126
0.060061;0.015242;0.074463;0.005233;0.073050;0.042949;0.059193;0.062710;0.088108;0.095772;0.107758;0.125833;0.085274;0.059765;0.044591
0.072292;0.007160;0.118525;0.004787;0.114969;0.082768;0.110564;0.053913;0.032291;0.090384;0.084243;0.076531;0.090218;0.034528;0.026830
0.071623;0.006228;0.120795;0.004065;0.117336;0.082784;0.112622;0.052536;0.030756;0.091377;0.084452;0.076559;0.090990;0.032753;0.025124
0.067551;0.006813;0.115354;0.004158;0.111957;0.076244;0.107462;0.052700;0.035248;0.096524;0.088757;0.082942;0.092449;0.034963;0.026876
0.071513;0.006645;0.118999;0.004342;0.116328;0.082746;0.111719;0.053041;0.031560;0.091331;0.084524;0.076528;0.090998;0.033725;0.026001
0.071772;0.005785;0.122855;0.003773;0.119523;0.084600;0.114534;0.051820;0.029287;0.090615;0.083731;0.074689;0.090975;0.031769;0.024272
0.067380;0.006700;0.113861;0.004054;0.111633;0.075939;0.107162;0.052441;0.035273;0.097558;0.088779;0.084354;0.093037;0.034950;0.026880
0.078433;0.006885;0.124074;0.004991;0.119917;0.094600;0.113382;0.054905;0.027422;0.082512;0.078817;0.067995;0.087150;0.032826;0.026091
0.072599;0.006407;0.121091;0.004261;0.118013;0.084966;0.113005;0.052880;0.030229;0.089714;0.083400;0.074659;0.090392;0.032938;0.025442
0.072291;0.006252;0.121106;0.004138;0.118120;0.084425;0.113294;0.052596;0.030208;0.090217;0.083656;0.075216;0.090630;0.032675;0.025176
0.070247;0.006214;0.118864;0.003938;0.116520;0.081448;0.111394;0.052264;0.031562;0.093158;0.085794;0.078038;0.091908;0.033222;0.025431
0.066052;0.006032;0.114604;0.003523;0.112677;0.075085;0.107142;0.051162;0.034727;0.099180;0.090020;0.085842;0.094050;0.034056;0.025850
0.060694;0.007279;0.101609;0.003467;0.100361;0.062285;0.090949;0.052126;0.046807;0.106858;0.099502;0.103384;0.095114;0.039661;0.029903
0.062892;0.005461;0.112691;0.002875;0.111341;0.071097;0.103556;0.049571;0.036233;0.103902;0.093593;0.091748;0.095800;0.033911;0.025329
0.060886;0.006735;0.104183;0.003273;0.102771;0.063914;0.094160;0.051177;0.044123;0.106937;0.098210;0.101602;0.095381;0.038016;0.028632
0.059984;0.014022;0.079554;0.005362;0.078540;0.047001;0.065630;0.060251;0.078090;0.098648;0.105822;0.121178;0.087756;0.055918;0.042245
0.080922;0.129769;0.013293;0.010535;0.013371;0.010503;0.006390;0.103206;0.183310;0.019634;0.033239;0.065471;0.038870;0.190612;0.100876
0.080722;0.144368;0.010495;0.008596;0.010355;0.008007;0.004583;0.112152;0.203216;0.015519;0.027390;0.060332;0.032428;0.190680;0.091156
0.072248;0.068534;0.024965;0.007680;0.023927;0.016116;0.013035;0.098120;0.209782;0.036691;0.058550;0.101043;0.050368;0.140600;0.078341
0.072796;0.071995;0.023577;0.007590;0.022333;0.015163;0.012036;0.100446;0.217495;0.034528;0.055837;0.099114;0.047973;0.141382;0.077735
